holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,month,day_of_week,hour
None,295.98,1.0,0.0,40,Thunderstorm,September,Tuesday,5
None,295.98,1.0,0.0,40,Mist,September,Tuesday,5
None,295.39,9.15,0.0,90,Rain,September,Tuesday,6
None,295.39,9.15,0.0,90,Thunderstorm,September,Tuesday,6
None,295.39,9.15,0.0,90,Mist,September,Tuesday,6
None,293.94,2.39,0.0,75,Rain,September,Tuesday,7
None,293.94,2.39,0.0,75,Thunderstorm,September,Tuesday,7
None,293.9,2.29,0.0,75,Rain,September,Tuesday,8
None,293.9,2.29,0.0,75,Mist,September,Tuesday,8
None,293.9,2.29,0.0,75,Thunderstorm,September,Tuesday,8
None,294.04,2.29,0.0,90,Rain,September,Tuesday,9
None,294.04,2.29,0.0,90,Mist,September,Tuesday,9
None,294.27,0.51,0.0,90,Rain,September,Tuesday,10
None,294.27,0.51,0.0,90,Mist,September,Tuesday,10
None,294.27,0.51,0.0,90,Thunderstorm,September,Tuesday,10
None,294.68,3.27,0.0,75,Rain,September,Tuesday,11
None,294.68,3.27,0.0,75,Thunderstorm,September,Tuesday,11
None,294.68,3.27,0.0,75,Mist,September,Tuesday,11
None,294.68,3.27,0.0,75,Drizzle,September,Tuesday,11
None,295.3,0.0,0.0,75,Thunderstorm,September,Tuesday,12
None,295.3,0.0,0.0,75,Rain,September,Tuesday,12
None,295.94,0.0,0.0,75,Drizzle,September,Tuesday,13
None,297.08,0.0,0.0,40,Thunderstorm,September,Tuesday,14
None,297.77,0.0,0.0,40,Clouds,September,Tuesday,15
None,298.25,0.0,0.0,1,Clear,September,Tuesday,16
None,298.25,0.0,0.0,75,Rain,September,Tuesday,17
None,297.31,0.0,0.0,75,Rain,September,Tuesday,18
None,296.53,0.0,0.0,90,Rain,September,Tuesday,19
None,295.77,0.0,0.0,90,Rain,September,Tuesday,20
None,295.77,0.0,0.0,90,Drizzle,September,Tuesday,20
None,295.12,0.0,0.0,1,Rain,September,Tuesday,21
None,295.12,0.0,0.0,1,Drizzle,September,Tuesday,21
None,294.88,0.0,0.0,1,Rain,September,Tuesday,22
None,294.88,0.0,0.0,1,Drizzle,September,Tuesday,22
None,294.53,0.0,0.0,1,Clear,September,Tuesday,23
None,294.09,0.0,0.0,1,Mist,September,Wednesday,0
None,294.22,0.0,0.0,40,Clouds,September,Wednesday,1
None,293.56,0.0,0.0,75,Clouds,September,Wednesday,2
None,293.44,0.0,0.0,90,Mist,September,Wednesday,3
None,293.43,0.0,0.0,90,Mist,September,Wednesday,4
None,293.31,0.0,0.0,90,Mist,September,Wednesday,5
None,293.33,0.0,0.0,90,Rain,September,Wednesday,6
None,293.22,0.0,0.0,90,Rain,September,Wednesday,7
None,293.16,0.51,0.0,90,Rain,September,Wednesday,8
None,293.16,0.51,0.0,90,Mist,September,Wednesday,8
None,293.16,0.51,0.0,90,Drizzle,September,Wednesday,8
None,293.02,0.3,0.0,90,Rain,September,Wednesday,9
None,293.02,0.3,0.0,90,Mist,September,Wednesday,9
None,293.02,0.3,0.0,90,Drizzle,September,Wednesday,9
None,293.2,0.28,0.0,90,Rain,September,Wednesday,10
None,293.2,0.28,0.0,90,Mist,September,Wednesday,10
None,293.2,0.28,0.0,90,Drizzle,September,Wednesday,10
None,293.53,0.0,0.0,90,Mist,September,Wednesday,11
None,293.53,0.0,0.0,90,Rain,September,Wednesday,11
None,293.72,0.0,0.0,90,Rain,September,Wednesday,12
None,293.72,0.0,0.0,90,Drizzle,September,Wednesday,12
None,293.72,0.0,0.0,90,Mist,September,Wednesday,12
None,294.4,0.0,0.0,90,Rain,September,Wednesday,13
None,294.94,0.0,0.0,90,Clouds,September,Wednesday,14
None,295.88,0.0,0.0,40,Clouds,September,Wednesday,15
None,296.04,0.0,0.0,40,Clouds,September,Wednesday,16
None,296.58,0.0,0.0,90,Clouds,September,Wednesday,17
None,296.85,0.0,0.0,75,Clouds,September,Wednesday,18
None,296.5,0.0,0.0,75,Clouds,September,Wednesday,19
None,295.64,0.0,0.0,75,Clouds,September,Wednesday,20
None,294.67,0.0,0.0,75,Clouds,September,Wednesday,21
None,294.21,0.0,0.0,1,Thunderstorm,September,Wednesday,22
None,294.08,0.0,0.0,1,Clear,September,Wednesday,23
None,293.96,0.0,0.0,1,Clear,September,Thursday,0
None,293.91,0.0,0.0,1,Mist,September,Thursday,1
None,293.91,0.0,0.0,1,Clear,September,Thursday,2
None,293.86,0.0,0.0,75,Clouds,September,Thursday,3
None,293.1,0.0,0.0,40,Clouds,September,Thursday,4
None,291.37,0.0,0.0,1,Clear,September,Thursday,5
None,290.16,0.0,0.0,1,Clear,September,Thursday,6
None,289.25,0.0,0.0,1,Clear,September,Thursday,7
None,289.11,0.0,0.0,1,Clear,September,Thursday,8
None,290.06,0.0,0.0,40,Clouds,September,Thursday,9
None,291.71,0.0,0.0,1,Clear,September,Thursday,10
None,293.48,0.0,0.0,1,Clear,September,Thursday,11
None,294.1,0.0,0.0,1,Clear,September,Thursday,12
None,295.47,0.0,0.0,1,Clear,September,Thursday,13
None,296.85,0.0,0.0,1,Clear,September,Thursday,14
None,296.76,0.0,0.0,1,Clear,September,Thursday,15
None,297.36,0.0,0.0,1,Clear,September,Thursday,16
None,297.4,0.0,0.0,1,Clear,September,Thursday,17
None,296.47,0.0,0.0,1,Clear,September,Thursday,18
None,294.89,0.0,0.0,1,Clear,September,Thursday,19
None,292.92,0.0,0.0,75,Rain,September,Thursday,20
None,292.42,0.0,0.0,75,Rain,September,Thursday,21
None,291.19,0.0,0.0,40,Clouds,September,Thursday,22
None,290.55,0.0,0.0,1,Rain,September,Thursday,23
None,289.95,0.0,0.0,40,Rain,September,Friday,0
None,289.69,0.0,0.0,1,Rain,September,Friday,1
None,289.72,0.0,0.0,75,Thunderstorm,September,Friday,2
None,289.72,0.0,0.0,75,Rain,September,Friday,2
None,289.8,0.0,0.0,90,Thunderstorm,September,Friday,3
None,289.8,0.0,0.0,90,Rain,September,Friday,3
None,289.8,0.0,0.0,90,Mist,September,Friday,3
None,289.79,2.1,0.0,1,Rain,September,Friday,4
None,289.79,2.1,0.0,1,Thunderstorm,September,Friday,4
None,289.79,2.1,0.0,1,Mist,September,Friday,4
None,289.87,0.0,0.0,1,Rain,September,Friday,5
None,289.87,0.0,0.0,1,Thunderstorm,September,Friday,5
None,289.88,0.43,0.0,90,Rain,September,Friday,6
None,289.76,1.27,0.0,1,Rain,September,Friday,7
None,289.86,0.3,0.0,1,Rain,September,Friday,8
None,291.04,0.0,0.0,40,Clouds,September,Friday,9
None,291.89,0.0,0.0,40,Clouds,September,Friday,10
None,292.1,0.25,0.0,40,Rain,September,Friday,11
None,294.01,0.0,0.0,1,Clear,September,Friday,12
None,295.2,0.0,0.0,1,Clear,September,Friday,13
None,295.89,0.0,0.0,40,Clouds,September,Friday,14
None,296.05,0.0,0.0,40,Clouds,September,Friday,15
None,295.81,0.0,0.0,40,Clouds,September,Friday,16
None,295.28,0.0,0.0,40,Clouds,September,Friday,17
None,294.93,0.0,0.0,1,Thunderstorm,September,Friday,18
None,293.53,0.0,0.0,75,Clouds,September,Friday,19
None,292.33,0.0,0.0,56,Rain,September,Friday,20
None,290.92,0.0,0.0,1,Clear,September,Friday,21
None,290.39,0.0,0.0,40,Clouds,September,Friday,22
None,289.81,0.0,0.0,75,Clouds,September,Friday,23
None,289.91,0.0,0.0,75,Rain,September,Saturday,0
None,289.46,0.0,0.0,40,Rain,September,Saturday,1
None,289.46,0.0,0.0,40,Drizzle,September,Saturday,1
None,289.17,0.0,0.0,1,Rain,September,Saturday,2
None,288.43,0.0,0.0,1,Clear,September,Saturday,3
None,287.83,0.0,0.0,1,Clear,September,Saturday,4
None,287.54,0.0,0.0,1,Clear,September,Saturday,5
None,287.28,0.0,0.0,1,Clear,September,Saturday,6
None,286.87,0.0,0.0,1,Clear,September,Saturday,7
None,287.42,0.0,0.0,40,Clouds,September,Saturday,8
None,289.13,0.0,0.0,1,Clear,September,Saturday,9
None,290.77,0.0,0.0,1,Clear,September,Saturday,10
None,291.6,0.0,0.0,1,Clear,September,Saturday,11
None,292.58,0.0,0.0,1,Clear,September,Saturday,12
None,293.5,0.0,0.0,40,Clouds,September,Saturday,13
None,294.14,0.0,0.0,40,Clouds,September,Saturday,14
None,294.41,0.0,0.0,40,Clouds,September,Saturday,15
None,294.35,0.0,0.0,75,Rain,September,Saturday,16
None,294.33,0.0,0.0,1,Clear,September,Saturday,17
None,293.7,0.0,0.0,1,Clear,September,Saturday,18
None,291.58,0.0,0.0,1,Clear,September,Saturday,19
None,288.38,0.0,0.0,1,Clear,September,Saturday,20
None,287.24,0.0,0.0,1,Clear,September,Saturday,21
None,286.79,0.0,0.0,1,Clear,September,Saturday,22
None,286.48,0.0,0.0,1,Clear,September,Saturday,23
None,285.76,0.0,0.0,1,Clear,September,Sunday,0
None,285.49,0.0,0.0,1,Clear,September,Sunday,1
None,285.35,0.0,0.0,1,Clear,September,Sunday,2
None,285.42,0.0,0.0,1,Clear,September,Sunday,3
None,286.03,0.0,0.0,1,Mist,September,Sunday,4
None,286.41,0.0,0.0,1,Clear,September,Sunday,5
None,286.07,0.0,0.0,1,Clear,September,Sunday,6
None,285.9,0.0,0.0,1,Clear,September,Sunday,7
None,287.92,0.0,0.0,1,Clear,September,Sunday,8
None,290.38,0.0,0.0,1,Clear,September,Sunday,9
None,292.61,0.0,0.0,1,Clear,September,Sunday,10
None,294.76,0.0,0.0,1,Clear,September,Sunday,11
None,296.3,0.0,0.0,1,Clear,September,Sunday,12
None,297.57,0.0,0.0,1,Clear,September,Sunday,13
None,298.62,0.0,0.0,1,Clear,September,Sunday,14
None,298.76,0.0,0.0,1,Clear,September,Sunday,15
None,299.03,0.0,0.0,1,Clear,September,Sunday,16
None,298.83,0.0,0.0,1,Clear,September,Sunday,17
None,297.93,0.0,0.0,1,Clear,September,Sunday,18
None,296.37,0.0,0.0,20,Clouds,September,Sunday,19
None,293.97,0.0,0.0,1,Clear,September,Sunday,20
None,292.58,0.0,0.0,1,Clear,September,Sunday,21
None,292.34,0.0,0.0,1,Clear,September,Sunday,22
None,291.88,0.0,0.0,1,Clear,September,Sunday,23
None,291.23,0.0,0.0,1,Clear,September,Monday,0
None,290.81,0.0,0.0,1,Clear,September,Monday,1
None,290.52,0.0,0.0,1,Clear,September,Monday,2
None,289.94,0.0,0.0,1,Clear,September,Monday,3
None,289.82,0.0,0.0,1,Clear,September,Monday,4
None,289.37,0.0,0.0,1,Clear,September,Monday,5
None,289.11,0.0,0.0,1,Clear,September,Monday,6
None,289.13,0.0,0.0,1,Clear,September,Monday,7
None,290.2,0.0,0.0,1,Clear,September,Monday,8
None,292.0,0.0,0.0,1,Clear,September,Monday,9
None,294.2,0.0,0.0,1,Clear,September,Monday,10
None,296.48,0.0,0.0,1,Clear,September,Monday,11
None,297.93,0.0,0.0,1,Clear,September,Monday,12
None,298.85,0.0,0.0,40,Clouds,September,Monday,13
None,298.71,0.0,0.0,90,Clouds,September,Monday,14
None,298.23,0.0,0.0,90,Clouds,September,Monday,15
None,296.79,0.0,0.0,90,Clouds,September,Monday,16
None,295.57,0.0,0.0,90,Thunderstorm,September,Monday,17
None,295.57,0.0,0.0,90,Rain,September,Monday,17
None,294.88,0.0,0.0,75,Rain,September,Monday,18
None,294.88,0.0,0.0,75,Thunderstorm,September,Monday,18
None,293.98,0.0,0.0,90,Clouds,September,Monday,19
None,293.32,0.0,0.0,90,Clouds,September,Monday,20
None,292.61,0.0,0.0,1,Clear,September,Monday,21
None,291.67,0.0,0.0,90,Clouds,September,Monday,22
None,290.73,0.0,0.0,90,Clouds,September,Monday,23
None,290.41,0.0,0.0,90,Clouds,September,Tuesday,0
None,290.09,0.0,0.0,90,Clouds,September,Tuesday,1
None,289.8,0.0,0.0,90,Clouds,September,Tuesday,2
None,289.12,0.3,0.0,75,Rain,September,Tuesday,3
None,287.95,0.0,0.0,40,Clouds,September,Tuesday,4
None,287.15,0.0,0.0,1,Clear,September,Tuesday,5
None,285.48,0.0,0.0,1,Clear,September,Tuesday,6
None,285.16,0.0,0.0,1,Clear,September,Tuesday,7
None,285.62,0.0,0.0,1,Clear,September,Tuesday,8
None,286.42,0.0,0.0,1,Clear,September,Tuesday,9
None,286.72,0.0,0.0,1,Clear,September,Tuesday,10
None,288.13,0.0,0.0,1,Clear,September,Tuesday,11
None,289.19,0.0,0.0,40,Clouds,September,Tuesday,12
None,290.03,0.0,0.0,40,Clouds,September,Tuesday,13
None,290.81,0.0,0.0,1,Clear,September,Tuesday,14
None,291.1,0.0,0.0,75,Clouds,September,Tuesday,15
None,290.58,0.0,0.0,1,Clear,September,Tuesday,16
None,290.26,0.0,0.0,1,Clear,September,Tuesday,17
None,289.25,0.0,0.0,75,Clouds,September,Tuesday,18
None,288.5,0.0,0.0,1,Haze,September,Tuesday,19
None,288.5,0.0,0.0,1,Rain,September,Tuesday,19
None,286.9,0.0,0.0,1,Rain,September,Tuesday,20
None,286.49,0.0,0.0,75,Drizzle,September,Tuesday,21
None,285.94,0.0,0.0,1,Clear,September,Tuesday,22
None,285.73,0.0,0.0,40,Clouds,September,Tuesday,23
None,285.65,0.0,0.0,1,Clear,September,Wednesday,0
None,284.95,0.0,0.0,1,Clear,September,Wednesday,1
None,284.06,0.0,0.0,1,Clear,September,Wednesday,2
None,282.78,0.0,0.0,1,Clear,September,Wednesday,3
None,281.93,0.0,0.0,1,Clear,September,Wednesday,4
None,281.17,0.0,0.0,1,Clear,September,Wednesday,5
None,280.82,0.0,0.0,1,Clear,September,Wednesday,6
None,280.19,0.0,0.0,1,Clear,September,Wednesday,7
None,280.75,0.0,0.0,1,Clear,September,Wednesday,8
None,283.06,0.0,0.0,5,Clear,September,Wednesday,9
None,285.12,0.0,0.0,1,Clear,September,Wednesday,10
None,287.9,0.0,0.0,5,Clear,September,Wednesday,11
None,289.59,0.0,0.0,20,Haze,September,Wednesday,12
None,290.87,0.0,0.0,20,Clouds,September,Wednesday,13
None,291.76,0.0,0.0,1,Clear,September,Wednesday,14
None,292.65,0.0,0.0,1,Clear,September,Wednesday,15
None,293.38,0.0,0.0,1,Clear,September,Wednesday,16
None,293.27,0.0,0.0,1,Clear,September,Wednesday,17
None,292.56,0.0,0.0,1,Clear,September,Wednesday,18
None,291.05,0.0,0.0,1,Clear,September,Wednesday,19
None,288.43,0.0,0.0,1,Clear,September,Wednesday,20
None,286.89,0.0,0.0,1,Clear,September,Wednesday,21
None,286.17,0.0,0.0,1,Clear,September,Wednesday,22
None,286.0,0.0,0.0,1,Clear,September,Wednesday,23
None,285.18,0.0,0.0,1,Clear,September,Thursday,0
None,285.21,0.0,0.0,40,Clouds,September,Thursday,1
None,285.1,0.0,0.0,1,Clear,September,Thursday,2
None,285.26,0.0,0.0,1,Clear,September,Thursday,3
None,286.08,0.0,0.0,75,Clouds,September,Thursday,4
None,286.72,0.0,0.0,90,Clouds,September,Thursday,5
None,287.35,0.0,0.0,90,Clouds,September,Thursday,6
None,287.75,0.0,0.0,90,Clouds,September,Thursday,7
None,288.59,0.0,0.0,90,Clouds,September,Thursday,8
None,289.85,0.0,0.0,90,Clouds,September,Thursday,9
None,291.6,0.0,0.0,90,Rain,September,Thursday,10
None,292.93,0.0,0.0,90,Rain,September,Thursday,11
None,294.26,0.0,0.0,90,Thunderstorm,September,Thursday,12
None,295.0,0.0,0.0,75,Rain,September,Thursday,13
None,295.72,0.0,0.0,90,Rain,September,Thursday,14
None,295.4,0.0,0.0,90,Rain,September,Thursday,15
None,293.72,4.15,0.0,90,Rain,September,Thursday,16
None,291.94,4.74,0.0,75,Rain,September,Thursday,17
None,291.94,4.74,0.0,75,Mist,September,Thursday,17
None,291.94,4.74,0.0,75,Thunderstorm,September,Thursday,17
None,290.78,3.75,0.0,90,Rain,September,Thursday,18
None,290.78,3.75,0.0,90,Mist,September,Thursday,18
None,290.78,3.75,0.0,90,Thunderstorm,September,Thursday,18
None,290.62,1.86,0.0,75,Rain,September,Thursday,19
None,290.62,1.86,0.0,75,Mist,September,Thursday,19
None,290.62,1.86,0.0,75,Thunderstorm,September,Thursday,19
None,290.53,0.51,0.0,90,Rain,September,Thursday,20
None,290.53,0.51,0.0,90,Mist,September,Thursday,20
None,290.55,0.25,0.0,75,Rain,September,Thursday,21
None,290.33,0.0,0.0,90,Rain,September,Thursday,22
None,289.88,0.0,0.0,75,Mist,September,Thursday,23
None,289.67,0.0,0.0,1,Mist,September,Friday,0
None,289.67,0.0,0.0,1,Fog,September,Friday,0
None,289.54,0.0,0.0,90,Mist,September,Friday,1
None,289.45,0.0,0.0,1,Fog,September,Friday,2
None,289.45,0.0,0.0,1,Mist,September,Friday,2
None,289.49,0.0,0.0,40,Mist,September,Friday,3
None,289.49,0.0,0.0,40,Fog,September,Friday,3
None,289.53,0.0,0.0,40,Mist,September,Friday,4
None,289.62,0.0,0.0,75,Mist,September,Friday,5
None,289.51,0.0,0.0,90,Rain,September,Friday,6
None,289.41,0.0,0.0,75,Clouds,September,Friday,7
None,289.83,0.0,0.0,90,Clouds,September,Friday,8
None,290.34,0.0,0.0,75,Rain,September,Friday,9
None,291.04,0.0,0.0,90,Thunderstorm,September,Friday,10
None,291.5,0.0,0.0,90,Rain,September,Friday,11
None,292.68,0.0,0.0,90,Clouds,September,Friday,12
None,293.61,0.0,0.0,90,Clouds,September,Friday,13
None,294.69,0.0,0.0,90,Clouds,September,Friday,14
None,295.42,0.0,0.0,75,Clouds,September,Friday,15
None,296.11,0.0,0.0,75,Clouds,September,Friday,16
None,296.39,0.0,0.0,75,Clouds,September,Friday,17
None,296.14,0.0,0.0,75,Rain,September,Friday,18
None,294.75,0.0,0.0,40,Thunderstorm,September,Friday,19
None,292.67,2.83,0.0,75,Rain,September,Friday,20
None,291.69,0.0,0.0,40,Clouds,September,Friday,21
None,291.14,0.0,0.0,40,Rain,September,Friday,22
None,290.24,0.0,0.0,1,Clear,September,Friday,23
None,289.92,0.0,0.0,1,Rain,September,Saturday,0
None,289.28,0.0,0.0,40,Mist,September,Saturday,1
None,288.59,0.0,0.0,1,Clear,September,Saturday,2
None,288.58,0.0,0.0,1,Clear,September,Saturday,3
None,288.12,0.0,0.0,1,Clear,September,Saturday,4
None,287.83,0.0,0.0,40,Clouds,September,Saturday,5
None,287.28,0.0,0.0,90,Clouds,September,Saturday,6
None,287.29,0.0,0.0,75,Clouds,September,Saturday,7
None,287.93,0.0,0.0,90,Mist,September,Saturday,8
None,288.43,0.0,0.0,90,Clouds,September,Saturday,9
None,288.99,0.0,0.0,90,Mist,September,Saturday,10
None,289.98,0.25,0.0,90,Rain,September,Saturday,11
None,290.79,0.0,0.0,40,Clouds,September,Saturday,12
None,292.06,0.0,0.0,40,Clouds,September,Saturday,13
None,293.46,0.0,0.0,1,Clear,September,Saturday,14
None,293.88,0.0,0.0,1,Clear,September,Saturday,15
None,294.58,0.0,0.0,1,Clear,September,Saturday,16
None,294.52,0.0,0.0,1,Clear,September,Saturday,17
None,294.15,0.0,0.0,1,Clear,September,Saturday,18
None,292.16,0.0,0.0,1,Clear,September,Saturday,19
None,288.55,0.0,0.0,1,Clear,September,Saturday,20
None,286.45,0.0,0.0,1,Clear,September,Saturday,21
None,285.59,0.0,0.0,1,Mist,September,Saturday,22
None,285.23,0.0,0.0,1,Clear,September,Saturday,23
None,284.96,0.0,0.0,1,Clear,September,Sunday,0
None,284.76,0.0,0.0,1,Clear,September,Sunday,1
None,284.54,0.0,0.0,1,Mist,September,Sunday,2
None,284.61,0.0,0.0,1,Mist,September,Sunday,3
None,284.47,0.0,0.0,1,Mist,September,Sunday,4
None,284.96,0.0,0.0,1,Mist,September,Sunday,5
None,285.34,0.0,0.0,1,Clear,September,Sunday,6
None,285.37,0.0,0.0,1,Clear,September,Sunday,7
None,287.06,0.0,0.0,1,Clear,September,Sunday,8
None,289.6,0.0,0.0,1,Clear,September,Sunday,9
None,290.47,0.0,0.0,1,Clear,September,Sunday,10
None,297.77,0.0,0.0,1,Clear,September,Sunday,13
None,299.05,0.0,0.0,75,Clouds,September,Sunday,14
None,299.83,0.0,0.0,1,Clear,September,Sunday,15
None,300.39,0.0,0.0,1,Clear,September,Sunday,16
None,299.97,0.0,0.0,1,Clear,September,Sunday,17
None,299.18,0.0,0.0,1,Clear,September,Sunday,18
None,297.54,0.0,0.0,1,Rain,September,Sunday,19
None,296.79,0.0,0.0,75,Clouds,September,Sunday,20
None,295.68,0.0,0.0,1,Clear,September,Sunday,21
None,295.29,0.0,0.0,1,Clear,September,Sunday,22
None,294.99,0.0,0.0,1,Clear,September,Sunday,23
None,294.94,0.0,0.0,1,Clear,September,Monday,0
None,294.04,0.0,0.0,1,Clear,September,Monday,1
None,293.4,0.0,0.0,1,Clear,September,Monday,2
None,292.49,0.0,0.0,1,Clear,September,Monday,3
None,290.89,0.0,0.0,0,Clear,September,Monday,4
None,290.48,0.0,0.0,0,Clear,September,Monday,5
None,290.45,0.0,0.0,0,Clear,September,Monday,6
None,290.28,0.0,0.0,0,Clear,September,Monday,7
None,290.66,0.0,0.0,0,Clear,September,Monday,8
None,291.22,0.0,0.0,0,Clear,September,Monday,9
None,289.79,0.0,0.0,0,Clear,September,Monday,10
None,289.26,0.25,0.0,0,Rain,September,Monday,11
None,293.46,0.0,0.0,8,Clear,September,Monday,12
None,296.55,0.0,0.0,8,Clear,September,Monday,13
None,297.88,0.0,0.0,80,Clouds,September,Monday,14
None,299.58,0.0,0.0,0,Clear,September,Monday,15
None,298.15,0.0,0.0,0,Clear,September,Monday,16
None,298.06,0.0,0.0,0,Clear,September,Monday,17
None,296.94,0.0,0.0,0,Clear,September,Monday,18
None,293.25,0.0,0.0,0,Clear,September,Monday,19
None,290.61,0.0,0.0,0,Clear,September,Monday,20
None,288.57,0.0,0.0,0,Clear,September,Monday,21
None,287.69,0.0,0.0,0,Clear,September,Monday,22
None,287.26,0.0,0.0,0,Clear,September,Monday,23
None,286.19,0.0,0.0,0,Clear,September,Tuesday,0
None,286.02,0.0,0.0,0,Clear,September,Tuesday,1
None,285.46,0.0,0.0,0,Clear,September,Tuesday,2
None,285.17,0.0,0.0,0,Clear,September,Tuesday,3
None,285.14,0.0,0.0,0,Clear,September,Tuesday,4
None,284.79,0.0,0.0,0,Clear,September,Tuesday,5
None,285.14,0.0,0.0,32,Clouds,September,Tuesday,6
None,285.01,0.0,0.0,32,Clouds,September,Tuesday,7
None,286.28,0.0,0.0,32,Clouds,September,Tuesday,8
None,288.0,0.0,0.0,12,Clouds,September,Tuesday,10
None,293.89,0.0,0.0,12,Clouds,September,Tuesday,11
None,294.0,0.0,0.0,0,Clear,September,Tuesday,12
None,294.32,0.0,0.0,0,Clear,September,Tuesday,13
None,298.79,0.0,0.0,0,Clear,September,Tuesday,14
None,299.7,0.0,0.0,24,Clouds,September,Tuesday,15
None,298.46,0.0,0.0,24,Clouds,September,Tuesday,16
None,298.32,0.0,0.0,24,Clouds,September,Tuesday,17
None,296.59,0.0,0.0,36,Clouds,September,Tuesday,18
None,295.22,0.0,0.0,36,Clouds,September,Tuesday,19
None,293.75,0.0,0.0,36,Clouds,September,Tuesday,20
None,293.15,0.0,0.0,88,Rain,September,Tuesday,21
None,292.94,0.0,0.0,88,Rain,September,Tuesday,22
None,292.5,0.0,0.0,88,Rain,September,Tuesday,23
None,292.29,0.0,0.0,48,Rain,September,Wednesday,0
None,291.22,0.0,0.0,48,Rain,September,Wednesday,1
None,290.83,0.0,0.0,48,Rain,September,Wednesday,2
None,290.56,0.0,0.0,0,Clear,September,Wednesday,3
None,290.23,0.0,0.0,0,Clear,September,Wednesday,4
None,290.25,0.0,0.0,0,Clear,September,Wednesday,5
None,289.71,0.0,0.0,0,Clear,September,Wednesday,6
None,289.7,0.0,0.0,0,Clear,September,Wednesday,7
None,288.48,0.0,0.0,0,Clear,September,Wednesday,8
None,289.53,0.0,0.0,92,Clouds,September,Wednesday,9
None,289.69,0.0,0.0,92,Clouds,September,Wednesday,10
None,289.94,0.0,0.0,100,Rain,September,Wednesday,11
None,293.996,0.0,0.0,100,Rain,September,Wednesday,12
None,293.996,0.0,0.0,100,Rain,September,Wednesday,13
None,293.996,0.0,0.0,100,Rain,September,Wednesday,14
None,289.775,0.0,0.0,56,Clouds,September,Wednesday,15
None,289.775,0.0,0.0,56,Clouds,September,Wednesday,15
None,289.775,0.0,0.0,56,Clouds,September,Wednesday,16
None,291.83,0.0,0.0,88,Rain,September,Wednesday,17
None,290.38,0.0,0.0,100,Rain,September,Wednesday,18
None,291.69,0.0,0.0,100,Rain,September,Wednesday,19
None,290.26,15.75,0.0,92,Rain,September,Wednesday,21
None,290.21,5.42,0.0,92,Rain,September,Wednesday,22
None,290.04,0.51,0.0,92,Rain,September,Wednesday,23
None,289.67,3.64,0.0,92,Rain,September,Thursday,0
None,289.89,4.57,0.0,92,Rain,September,Thursday,1
None,289.81,2.03,0.0,76,Rain,September,Thursday,2
None,290.08,0.0,0.0,76,Rain,September,Thursday,3
None,290.01,0.51,0.0,76,Rain,September,Thursday,4
None,289.87,1.52,0.0,76,Rain,September,Thursday,5
None,289.62,1.02,0.0,80,Rain,September,Thursday,6
None,289.6,0.0,0.0,80,Clouds,September,Thursday,7
None,289.37,0.0,0.0,80,Clouds,September,Thursday,8
None,289.57,0.0,0.0,92,Rain,September,Thursday,9
None,289.92,0.0,0.0,92,Rain,September,Thursday,10
None,290.62,0.0,0.0,92,Rain,September,Thursday,11
None,290.41,0.0,0.0,92,Rain,September,Thursday,12
None,291.86,0.0,0.0,92,Rain,September,Thursday,13
None,291.2,0.0,0.0,100,Clouds,September,Thursday,14
None,291.33,0.0,0.0,100,Clouds,September,Thursday,15
None,291.12,0.0,0.0,100,Clouds,September,Thursday,16
None,289.89,0.0,0.0,92,Rain,September,Thursday,17
None,289.57,0.0,0.0,92,Rain,September,Thursday,18
None,289.54,0.0,0.0,92,Rain,September,Thursday,19
None,288.81,0.0,0.0,92,Rain,September,Thursday,20
None,288.92,0.0,0.0,92,Rain,September,Thursday,21
None,289.02,0.0,0.0,92,Rain,September,Thursday,22
None,288.7,0.0,0.0,92,Rain,September,Thursday,23
None,288.13,0.0,0.0,92,Rain,September,Friday,0
None,288.13,0.0,0.0,92,Rain,September,Friday,1
None,287.73,0.0,0.0,92,Rain,September,Friday,2
None,287.59,0.0,0.0,92,Rain,September,Friday,3
None,287.45,0.0,0.0,92,Rain,September,Friday,4
None,287.59,0.0,0.0,92,Rain,September,Friday,5
None,287.39,0.0,0.0,92,Rain,September,Friday,6
None,287.57,0.0,0.0,92,Rain,September,Friday,7
None,288.11,0.0,0.0,76,Rain,September,Friday,8
None,288.27,0.0,0.0,80,Clouds,September,Friday,9
None,289.15,0.0,0.0,80,Clouds,September,Friday,10
None,291.12,0.0,0.0,80,Clouds,September,Friday,11
None,293.57,0.0,0.0,36,Clouds,September,Friday,12
None,292.89,0.0,0.0,36,Clouds,September,Friday,13
None,292.2,0.0,0.0,92,Clouds,September,Friday,14
None,290.77,7.13,0.0,92,Rain,September,Friday,15
None,290.8,1.52,0.0,92,Rain,September,Friday,16
None,290.38,3.94,0.0,76,Rain,September,Friday,17
None,290.41,2.29,0.0,76,Rain,September,Friday,18
None,289.94,0.25,0.0,76,Rain,September,Friday,19
None,289.96,0.0,0.0,92,Clouds,September,Friday,20
None,289.96,0.0,0.0,92,Clouds,September,Friday,21
None,290.23,0.0,0.0,92,Clouds,September,Friday,22
None,290.49,0.0,0.0,92,Clouds,September,Friday,23
None,290.38,0.0,0.0,92,Clouds,September,Saturday,0
None,290.37,0.0,0.0,92,Clouds,September,Saturday,1
None,290.38,0.0,0.0,92,Rain,September,Saturday,2
